,type,title,fuction,img
864,귀리,옥한,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvhhhVO/Em2LTTA/KH01NJwM3fCBe83GYJtr@G9Xgc/x4!
865,기장,이백찰,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnWq3WPPvMFVv3mSZy0G/WM3fCBe83GYJtr@G9Xgc/x4!
866,들깨,상엽,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2VfQ1pvB5/2w3oN2AuGE6c3fCBe83GYJtr@G9Xgc/x4!
867,들깨,중모5101,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv81K9EU0Kx1oCfhkNJiD4b83fCBe83GYJtr@G9Xgc/x4!
868,땅콩,상안,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvNitbd5XN6DwZWjokgM@2ic3fCBe83GYJtr@G9Xgc/x4!
869,땅콩,자선,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjJioG/@TTFQbVmafyq9wGc3fCBe83GYJtr@G9Xgc/x4!
870,밀,중모2008,가공적성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
871,겉보리,혜강,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIv1EflSuUI1B8bCRxCfvfM3fCBe83GYJtr@G9Xgc/x4!
872,참깨,상백,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvcTsS60c69auFlLjqzYFWVM3fCBe83GYJtr@G9Xgc/x4!
873,팥,검구슬,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvaI7tQeOt625043yE8Da0gc3fCBe83GYJtr@G9Xgc/x4!
874,특수미,선향흑미,건강기능성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
875,특수미,건양미,"건강기능성, 저 글루텔린",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVBd11HLtlXwvL5lGbR0Ng83fCBe83GYJtr@G9Xgc/x4!
876,팥,아라리,"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvV/CRu4btaIyEQ1EnMQz2sM3fCBe83GYJtr@G9Xgc/x4!
877,특수미,대보,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvB4uskKC6uikVNBNLK9IINs3fCBe83GYJtr@G9Xgc/x4!
878,포도,새마루(Saemaru),"건강기능성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvKZe67QbtfsaFyR3h@KVW8c3fCBe83GYJtr@G9Xgc/x4!
879,상추,써니레드버터,"다수량성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3WCiZYiz/mad18cgf9jom83fCBe83GYJtr@G9Xgc/x4!
880,비모란,진황(Jinhwang),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvpnxHeGte6Lbso5puOBpEn83fCBe83GYJtr@G9Xgc/x4!
881,상추,썬레드버터,"다수량성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvyXapPVA2U/cWplvTytdI5c3fCBe83GYJtr@G9Xgc/x4!
882,포인세티아,스칼렛샤이니,특이 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYi6Z9sPo6r3wQcHUVGefm83fCBe83GYJtr@G9Xgc/x4!
883,느타리,만추리(Po2009-248),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWluNS0eTiIlWgvVHs5C4rc3fCBe83GYJtr@G9Xgc/x4!
884,수박,코디원,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIRKufPeH6MJiBP/aDwfKLc3fCBe83GYJtr@G9Xgc/x4!
885,포인세티아,카니발,특이 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvxBhsC02T4wMIG/kGhPC/X83fCBe83GYJtr@G9Xgc/x4!
886,수박,씨디원,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvEjAGbqbowzDG7EpU8xSh/83fCBe83GYJtr@G9Xgc/x4!
887,수박,소소원,"가공적성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3u1S4kp0s8tyLv5X7GO0283fCBe83GYJtr@G9Xgc/x4!
888,인삼,천량,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvekcTgvBoKr3H2MAkPDvK9M3fCBe83GYJtr@G9Xgc/x4!
889,포인세티아,피치벌룬,특이 화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOjSZI@ZcgpYDjKgi4CaNWc3fCBe83GYJtr@G9Xgc/x4!
890,지황,원강,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvl9QBdzMqsg4H/tIf2bjY@c3fCBe83GYJtr@G9Xgc/x4!
891,포인세티아,하이디핑크,특이 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvdwhkHEJ8Y4c5p9N8e3h2mM3fCBe83GYJtr@G9Xgc/x4!
892,팽이버섯,백작,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvagkvkfbqNUE7rGzpu/CaOs3fCBe83GYJtr@G9Xgc/x4!
893,팽이버섯,우리1호,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQ2osgQe2EZz@wRVfdwRv9M3fCBe83GYJtr@G9Xgc/x4!
894,비모란,연분(Yeonbun),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvi/xIT053Skh4y@ASFJusXM3fCBe83GYJtr@G9Xgc/x4!
895,비모란,시홍(Sihong),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvDlDBmQY9@0oijOPJxsLKM3fCBe83GYJtr@G9Xgc/x4!
896,비모란,가홍(Gahong),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvd7BlnAux@r@u5PaN/5Xtkc3fCBe83GYJtr@G9Xgc/x4!
897,거베라,옐로우퀸,다수성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvpVjc8vDMhpBTKE6orElv183fCBe83GYJtr@G9Xgc/x4!
898,고추,하누리,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lva@865DHKOIkzlawww1NCls3fCBe83GYJtr@G9Xgc/x4!
899,거베라,퍼플퀸,안정화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvFZGt4NHAj6/7ZzDZ0boKgs3fCBe83GYJtr@G9Xgc/x4!
900,풋고추,톡톡(11FL4),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvUFyOw78kuaGKagQrlbac8s3fCBe83GYJtr@G9Xgc/x4!
901,배,관상드림,관상용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv03kzTBE32PWPL6sjP8WUc83fCBe83GYJtr@G9Xgc/x4!
902,거베라,핑크멜로디,안정화형,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRokl6D/O/DUj1GDuBcwWEs3fCBe83GYJtr@G9Xgc/x4!
903,마늘,고아라,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqaFtXnWp0hiEPV59CEWyKM3fCBe83GYJtr@G9Xgc/x4!
904,스프레이,골드리치,재배안정성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
905,배,원교나-기후1,"재배안정성, 지구온난화 대응 저온요구도 낮은 품종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvir7YyJz5lHx/JhqF38fVuM3fCBe83GYJtr@G9Xgc/x4!
906,네트멜론,원예2602,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvM9zpyLwIH3DQ9wd7nuZMWc3fCBe83GYJtr@G9Xgc/x4!
907,스프레이,스노우팝,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveqWE85ArZ6qRs1H@NOJc3c3fCBe83GYJtr@G9Xgc/x4!
908,복숭아,선미(Seonmee),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvKLwc2nrGu/@286HN03uIvM3fCBe83GYJtr@G9Xgc/x4!
909,사과,골든벨,관상기간,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv42JaIsHfhoHs332Y0Lo4os3fCBe83GYJtr@G9Xgc/x4!
910,스프레이,윈드밀그린,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjFQXa@ESOAUg3/ROof682M3fCBe83GYJtr@G9Xgc/x4!
911,꽃사과나무,로즈벨,관상기간,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvN4VekpuQ18Fju0PLA/x0ks3fCBe83GYJtr@G9Xgc/x4!
912,스프레이,퍼플콘,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqB@g8Upye15LeQq9wSyJvc3fCBe83GYJtr@G9Xgc/x4!
913,"참다래(키위,다래)",골드원,"다수량성, 식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDS8wkGef67aAOkPm4gkL8c3fCBe83GYJtr@G9Xgc/x4!
914,스프레이,핑크버블,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYoYAJQTP31t@WVEfBk0Fq83fCBe83GYJtr@G9Xgc/x4!
915,"참다래(키위,다래)",얼리파더,조기 개화,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvs3gwig2dzVveyvVEZNW1Zc3fCBe83GYJtr@G9Xgc/x4!
916,배추,원교20042호,내병성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvR2sAbWlKIVxQhXGTb1kV7c3fCBe83GYJtr@G9Xgc/x4!
917,스탠다드,운백,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1qrGViEjAafdtM9h2QRqec3fCBe83GYJtr@G9Xgc/x4!
918,단감,추연(Chuyeon),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvo5PLiZkBjRO008074m252M3fCBe83GYJtr@G9Xgc/x4!
919,백합(나리),플래쉬파티,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2/kbVunrpPfAK6q3VAX0cM3fCBe83GYJtr@G9Xgc/x4!
920,맥주보리,중모2007,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvNmGOtMZcNxNAnfR6xZhRkc3fCBe83GYJtr@G9Xgc/x4!
921,차류,화덕,가공적성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
922,청보리,중모2502,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
923,청보리,중모2503,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
924,심비디움,레드썬(Red Sun),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2S5W1oAycGPE2I/D1EvFeM3fCBe83GYJtr@G9Xgc/x4!
925,양파,영미황,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvP/pZc1UELALPo7i93ZBtas3fCBe83GYJtr@G9Xgc/x4!
926,양파,경보황,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJgKZUeDamUKZ6lpGo24SlM3fCBe83GYJtr@G9Xgc/x4!
927,쌀보리,흑누리,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/jxKcHqHrldGvBOBv7ZOK83fCBe83GYJtr@G9Xgc/x4!
928,포인세티아,클라라미스티,특이 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvx4XU8@3YdkWX9zjU/hS2cc3fCBe83GYJtr@G9Xgc/x4!
929,유채,성광,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/k48POQiZZ@qpSBQszjoY83fCBe83GYJtr@G9Xgc/x4!
930,귀리,다한,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
931,토마토,비스트롱,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
932,토마토,파워가드,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
933,찰옥수수,하얀찰95,식미,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
934,글라디올러스,핑크가든,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lve//YUeN0hlgIPZDm9sk7Vs3fCBe83GYJtr@G9Xgc/x4!
935,양파,원예30008,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCaHmPcw1tA6HH@/PRoU0wc3fCBe83GYJtr@G9Xgc/x4!
936,글라디올러스,핑크브라이드,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqlWFrIu1vAqsSOq9l6zaMM3fCBe83GYJtr@G9Xgc/x4!
937,대파,원예27001,외대파,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvMYnzlkCY9shTh7oor4x5D83fCBe83GYJtr@G9Xgc/x4!
938,백합(나리),오렌지벨트,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvdNnN6vHtrtXfNZlzhu3kbs3fCBe83GYJtr@G9Xgc/x4!
939,백합(나리),레드플레임,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXUymXdw8Kn09vEhSCaPWfc3fCBe83GYJtr@G9Xgc/x4!
940,딸기,관하,심미성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvosm1ZVDsVG6uJIJvEv0ZnM3fCBe83GYJtr@G9Xgc/x4!
941,오차드그라스,온누리,"중생종, 내병성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
942,옥수수,안다옥,"다수량성, 재배안정성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
943,옥수수,평강옥,"다수량성, 재배안정성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
944,일반양송이,새정,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvEWsbY/OJKkeQzOHG4Y12@M3fCBe83GYJtr@G9Xgc/x4!
945,칼라,화이트큐티,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqlFZes9LLTsUwLMCEEHFOM3fCBe83GYJtr@G9Xgc/x4!
946,프리지아,핑키펑키,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvi7Qpi37oEgvVdOCLt7iAys3fCBe83GYJtr@G9Xgc/x4!
947,백합(나리),스칼렛자이언트,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvciwuHXf82lIPL2sUf0ifPs3fCBe83GYJtr@G9Xgc/x4!
948,팔레높시스(호접란),뷰티퀸,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
949,심비디움,써니옐로(Sunny Yellow),다화성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvu@OUB3WNvgw8jO4XavwiAs3fCBe83GYJtr@G9Xgc/x4!
950,심비디움,스노우벨(Snow Bell),개화성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYj8aQs9cWZgNN9BewKVWXc3fCBe83GYJtr@G9Xgc/x4!
951,스프레이,피치젠,다수량성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
952,장미,샤이니오렌지,다수량성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
953,장미,엔틱컬,"재배안정성, 흰가루 내병성",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
954,스프레이,화이트젠,재배안정성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
955,상추,미선적축면,다수량성,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
956,프리지아,타이니골드,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvHuAZ57UGzzmBRD3RKDA52M3fCBe83GYJtr@G9Xgc/x4!
957,프리지아,블루라인,화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXCPWjG0uAtvXGVauM9LHus3fCBe83GYJtr@G9Xgc/x4!
958,산취선인장,두섬(Duseom),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCaNuAMlu23Ba346fTmIgC83fCBe83GYJtr@G9Xgc/x4!
959,이탈리안라이그라스,그린팜2호,극조생종,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
960,기타산채류,다목이,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0SZGBztXsg@oRHx5n6t9v83fCBe83GYJtr@G9Xgc/x4!
961,무,원교10045호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtV6CuPy9sdtTDcdqfRA4wM3fCBe83GYJtr@G9Xgc/x4!
962,무,원교10046호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2Zh7LhHFLqK63jtEy17xY83fCBe83GYJtr@G9Xgc/x4!
963,프리지아,골드환타지,,http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
964,감귤,원교아단배성1호,중간보본,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvfYRs2FQXg4ZWTeJdjGEP183fCBe83GYJtr@G9Xgc/x4!
965,배,조이스킨,"껍질째 먹는 품종, 식미",http://www.nongsaro.go.kr/ps/img/common/anvil_img.jpg
966,밀,조아,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmm9srepjyFobb5Gp@purKc3fCBe83GYJtr@G9Xgc/x4!
967,거베라,하모니,고온적응성 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWlEsWyTYW5aIKTOWAwd3Cs3fCBe83GYJtr@G9Xgc/x4!
968,사과,아리수(Arisoo),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv8yokcaNkbBQevTZ3jUBP8s3fCBe83GYJtr@G9Xgc/x4!
